Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,cancelled_Rides_by_Customer,cancelled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
20-07-2026 07:29,07:29:13 AM,CNR6493707183,Canceled by Driver,CID7424501,Bike,Pisoli,Pashan,,,,Customer related issue,,,,,,,
06-07-2026 11:47,11:47:45 AM,CNR8179173579,Success,CID5979984,Prime Plus,Bhosari,Viman Nagar,287,27,,,Yes,Customer Demand,882,Debit Card,32,4.2,3
22-07-2026 07:18,07:18:48 AM,CNR6938152618,Success,CID4393818,Bike,Lohegaon,Sinhagad Road,225,75,,,No,,131,UPI,9,4.8,4
12-07-2026 05:30,05:30:20 AM,CNR3844878516,Driver not found,CID3624622,Bike,Wagholi,Swargate,,,,,,,,,,,
29-07-2026 00:40,12:40:04 AM,CNR4724709467,Success,CID8015887,Auto,Bavdhan,Baner,163,53,,,No,,200,Credit Card,10,3.8,3.2
05-07-2026 15:10,03:10:12 PM,CNR7941726525,Success,CID9758790,Auto,Katraj,Pashan,53,66,,,No,,403,Cash,15,3,3.8
11-07-2026 22:07,10:07:54 PM,CNR1463717961,Success,CID2635655,Auto,Chakan,Chinchwad,117,129,,,No,,436,Credit Card,16,4.5,2
04-07-2026 13:33,01:33:19 PM,CNR9461289505,Canceled by Customer,CID4396100,Prime Sedan,Ambegaon,Kharadi,,,Change of plans,,,,,,,,
29-07-2026 14:19,02:19:36 PM,CNR5782829958,Canceled by Driver,CID3465524,Prime Plus,Kondhwa,Sinhagad Road,,,,More than permitted people in there,,,,,,,
27-07-2026 00:50,12:50:51 AM,CNR8908353026,Canceled by Driver,CID2516510,Bike,Kothrud,Ambegaon,,,,Customer related issue,,,,,,,
09-07-2026 13:15,01:15:15 PM,CNR4389607845,Canceled by Driver,CID6687222,Prime Sedan,Pimpri,Bhosari,,,,The customer was coughing/sick,,,,,,,
21-07-2026 21:56,09:56:04 PM,CNR7104717081,Canceled by Customer,CID3322106,Prime Sedan,Pisoli,Bhosari,,,Wrong Address,,,,,,,,
26-07-2026 05:33,05:33:36 AM,CNR5142328932,Canceled by Customer,CID5163433,Bike,Vadgaon Budruk,Karve Nagar,,,Driver asked to cancel,,,,,,,,
18-07-2026 05:06,05:06:54 AM,CNR1824800192,Canceled by Driver,CID1815412,Auto,Warje,Pimpri,,,,More than permitted people in there,,,,,,,
17-07-2026 21:27,09:27:07 PM,CNR9077390571,Success,CID4857207,Prime Plus,Undri,Pisoli,147,114,,,No,,1230,UPI,29,4.2,2
08-07-2026 18:46,06:46:06 PM,CNR2725821337,Success,CID7985708,Mini,Dhayari,Ravet,35,57,,,No,,316,UPI,14,4.2,1
04-07-2026 20:40,08:40:24 PM,CNR7669407767,Canceled by Customer,CID1963238,Prime Plus,Pimpri,Bibwewadi,,,Driver is not moving towards pickup location,,,,,,,,
28-07-2026 00:08,12:08:45 AM,CNR2393083689,Canceled by Driver,CID1014858,Auto,Baner,Kothrud,,,,More than permitted people in there,,,,,,,
28-07-2026 06:30,06:30:50 AM,CNR2538299272,Success,CID4327824,Prime Sedan,Karve Nagar,Kothrud,301,59,,,No,,602,UPI,24,1,3
20-07-2026 05:32,05:32:54 AM,CNR1327330326,Canceled by Customer,CID2608892,Auto,Hadapsar,Akurdi,,,Driver asked to cancel,,,,,,,,
11-07-2026 02:00,02:00:23 AM,CNR3792703490,Success,CID8233384,eBike,Pisoli,Fatima Nagar,164,115,,,No,,121,UPI,4,2,3.8
11-07-2026 00:06,12:06:14 AM,CNR8831322273,Canceled by Customer,CID8782626,Auto,Kalyani Nagar,Katraj,,,Change of plans,,,,,,,,
23-07-2026 16:16,04:16:30 PM,CNR5962514855,Success,CID6800474,Bike,Kalyani Nagar,Ravet,151,131,,,Yes,Customer Demand,104,UPI,6,3,2.5
28-07-2026 04:18,04:18:54 AM,CNR8173219983,Success,CID2231437,Mini,Akurdi,Pisoli,295,115,,,No,,259,UPI,11,4.2,3.5
27-07-2026 04:09,04:09:18 AM,CNR5486489939,Driver not found,CID1092549,Prime Plus,Pimpri,Nigdi,,,,,,,,,,,
25-07-2026 20:13,08:13:09 PM,CNR2298627496,Success,CID3301075,Auto,Aundh,Hinjawadi,181,149,,,No,,134,UPI,3,2.5,3.5
20-07-2026 04:31,04:31:51 AM,CNR1293932136,Success,CID4919620,Bike,Ravet,Dhanori,194,38,,,No,,122,UPI,8,4.8,1
03-07-2026 18:12,06:12:31 PM,CNR2766247605,Success,CID8917036,Prime Plus,Koregaon Park,Bhosari,236,94,,,No,,421,Credit Card,10,4.5,2.5
05-07-2026 20:58,08:58:31 PM,CNR3115361720,Success,CID1634816,Prime Plus,Pirangut,Hadapsar,214,116,,,No,,1337,UPI,31,4.8,4
28-07-2026 14:58,02:58:32 PM,CNR2703860138,Success,CID8148703,Bike,Kothrud,Dhankawadi,203,15,,,No,,149,Cash,11,4,2
19-07-2026 03:07,03:07:09 AM,CNR6278567698,Canceled by Customer,CID5405422,Bike,Kondhwa,Swargate,,,Driver asked to cancel,,,,,,,,
01-07-2026 06:55,06:55:45 AM,CNR3309522779,Success,CID8266364,Mini,Chinchwad,Hinjawadi,304,148,,,No,,259,UPI,11,1,3.2
04-07-2026 04:53,04:53:00 AM,CNR4347672270,Success,CID8739174,Prime Plus,Pirangut,Viman Nagar,123,43,,,No,,1351,Cash,33,4.8,4.7
21-07-2026 22:56,10:56:49 PM,CNR6350797007,Canceled by Driver,CID9676356,Prime Sedan,Pashan,Katraj,,,,Personal & Car related issues,,,,,,,
01-07-2026 09:26,09:26:42 AM,CNR4051653074,Canceled by Driver,CID6559602,Auto,Wanowrie,Hadapsar,,,,Customer related issue,,,,,,,
05-07-2026 17:40,05:40:08 PM,CNR9570205852,Driver not found,CID6986753,Mini,Punawale,Chakan,,,,,,,,,,,
18-07-2026 23:47,11:47:16 PM,CNR2930179295,Success,CID1212735,Mini,Pimpri,Pashan,136,103,,,Yes,Vehicle Breakdown,486,UPI,17,3.5,1
22-07-2026 16:13,04:13:19 PM,CNR6782661489,Success,CID7017373,Mini,Wakad,Pisoli,171,80,,,No,,392,UPI,18,1,5
20-07-2026 20:42,08:42:04 PM,CNR5429546173,Canceled by Driver,CID2922058,Bike,Yerawada,Dhayari,,,,The customer was coughing/sick,,,,,,,
08-07-2026 19:09,07:09:25 PM,CNR9008893740,Success,CID2086958,Mini,Chinchwad,Koregaon Park,204,105,,,No,,240,Cash,10,4,3.5
23-07-2026 10:27,10:27:34 AM,CNR9045490399,Success,CID4765606,Bike,Swargate,Pimpri,264,44,,,No,,158,Cash,12,4.5,4.2
08-07-2026 12:46,12:46:03 PM,CNR2326613416,Canceled by Customer,CID8400382,Prime Sedan,Moshi,Viman Nagar,,,Change of plans,,,,,,,,
11-07-2026 13:33,01:33:47 PM,CNR9726431995,Success,CID3886177,Prime Plus,Ambegaon,Bavdhan,293,42,,,No,,1485,Cash,35,4,3.2
24-07-2026 22:14,10:14:06 PM,CNR8157787451,Success,CID6745140,Mini,Fatima Nagar,Bavdhan,148,126,,,No,,421,UPI,15,2,3.5
20-07-2026 13:12,01:12:05 PM,CNR3724893682,Success,CID7551006,Mini,Yerawada,Baner,215,136,,,No,,392,UPI,18,4.5,5
26-07-2026 19:32,07:32:19 PM,CNR4587863174,Success,CID3710120,Mini,Punawale,Kharadi,287,55,,,No,,256,UPI,7,1,2
21-07-2026 22:18,10:18:58 PM,CNR2303349897,Success,CID1700538,Prime Sedan,Aundh,Bibwewadi,117,88,,,No,,464,Cash,18,2,2.5
18-07-2026 05:33,05:33:08 AM,CNR8831632963,Canceled by Customer,CID5918025,Bike,Bhosari,Wanowrie,,,Driver is not moving towards pickup location,,,,,,,,
04-07-2026 22:45,10:45:25 PM,CNR8096194425,Success,CID4395949,Bike,Swargate,Koregaon Park,45,88,,,No,,179,UPI,8,3.5,4.2
12-07-2026 08:20,08:20:38 AM,CNR7465474625,Success,CID6429502,Prime Plus,Swargate,Pisoli,209,133,,,No,,879,UPI,24,1,4.2
09-07-2026 01:01,01:01:26 AM,CNR8300860871,Canceled by Driver,CID5988609,Auto,Fatima Nagar,Vadgaon Budruk,,,,More than permitted people in there,,,,,,,
08-07-2026 23:41,11:41:58 PM,CNR6247082702,Success,CID2366632,Bike,Vadgaon Budruk,Warje,257,94,,,No,,95,Debit Card,5,3.5,4.5
31-07-2026 13:25,01:25:58 PM,CNR8542874130,Success,CID4196988,eBike,Lohegaon,Pimpri,251,138,,,No,,133,UPI,5,4,3.8
12-07-2026 09:19,09:19:10 AM,CNR8928282801,Driver not found,CID2161555,Mini,Baner,Hinjawadi,,,,,,,,,,,
28-07-2026 19:07,07:07:52 PM,CNR3729320209,Canceled by Driver,CID5986141,Auto,Wakad,Dhankawadi,,,,Customer related issue,,,,,,,
20-07-2026 22:37,10:37:34 PM,CNR2330822294,Success,CID8522164,Mini,Undri,Yerawada,188,24,,,No,,297,UPI,13,3.8,2
25-07-2026 11:07,11:07:01 AM,CNR4769674432,Success,CID8679696,Auto,Aundh,Undri,287,79,,,No,,399,Credit Card,16,2,4.8
16-07-2026 19:10,07:10:02 PM,CNR3643091970,Success,CID9256322,Prime Plus,Hinjawadi,Kondhwa,124,67,,,No,,648,Cash,23,3.8,3.2
18-07-2026 02:16,02:16:02 AM,CNR8897347172,Driver not found,CID7977881,Auto,Hadapsar,Dhayari,,,,,,,,,,,
16-07-2026 12:48,12:48:16 PM,CNR8815641609,Success,CID5552140,Bike,Warje,Bavdhan,175,57,,,No,,113,UPI,7,5,4.2
06-07-2026 12:18,12:18:53 PM,CNR7950913957,Success,CID9918672,Mini,Tathawade,Kharadi,57,25,,,No,,506,Debit Card,24,4.2,2
23-07-2026 07:19,07:19:57 AM,CNR7368374852,Driver not found,CID4925261,Mini,Yerawada,Punawale,,,,,,,,,,,
10-07-2026 19:31,07:31:23 PM,CNR6101220813,Success,CID2181981,Bike,Shivajinagar,Ambegaon,38,122,,,No,,149,Credit Card,5,3.8,3.5
01-07-2026 00:21,12:21:26 AM,CNR7349567319,Success,CID9739001,Prime Sedan,Chakan,Wanowrie,151,111,,,No,,349,UPI,13,4.8,2.5
20-07-2026 16:10,04:10:29 PM,CNR8069354239,Success,CID4693935,Auto,Nigdi,Hinjawadi,207,46,,,No,,140,Cash,6,3.2,2.5
06-07-2026 11:05,11:05:12 AM,CNR6260063182,Success,CID1256244,Mini,Ravet,Pisoli,70,48,,,No,,221,UPI,9,4.2,3.5
30-07-2026 13:36,01:36:01 PM,CNR8295577672,Success,CID6691590,Bike,Keshav Nagar,Kalyani Nagar,102,110,,,No,,158,Cash,12,2,2
30-07-2026 15:04,03:04:32 PM,CNR4031716460,Canceled by Driver,CID8135749,Auto,Kharadi,Dighi,,,,More than permitted people in there,,,,,,,
29-07-2026 05:54,05:54:56 AM,CNR1502861094,Success,CID8987313,Prime Plus,Pashan,Kothrud,308,145,,,No,,804,UPI,29,4.8,1
12-07-2026 04:04,04:04:38 AM,CNR4185725191,Driver not found,CID3051126,Auto,Kothrud,Moshi,,,,,,,,,,,
01-07-2026 23:00,11:00:40 PM,CNR6862796550,Success,CID4392075,Mini,Lohegaon,Wagholi,258,24,,,No,,449,Debit Card,21,4.7,2
29-07-2026 13:51,01:51:10 PM,CNR6559318940,Success,CID6022941,Prime Sedan,Kalyani Nagar,Pimpri,194,73,,,No,,257,UPI,9,1,3
13-07-2026 19:35,07:35:56 PM,CNR2698055796,Success,CID2757846,Prime Sedan,Ambegaon,Viman Nagar,157,144,,,No,,349,UPI,13,4.5,2.5
31-07-2026 13:21,01:21:03 PM,CNR1400126083,Canceled by Driver,CID4305099,Bike,Narhe,Chinchwad,,,,Customer related issue,,,,,,,
31-07-2026 17:06,05:06:46 PM,CNR7857326000,Success,CID2727337,eBike,Keshav Nagar,Wakad,289,26,,,No,,82,Debit Card,1,4.5,5
26-07-2026 16:25,04:25:19 PM,CNR8885115247,Success,CID8317723,Auto,Ambegaon,Baner,131,77,,,No,,258,UPI,8,2.5,3
10-07-2026 06:37,06:37:55 AM,CNR5014136669,Driver not found,CID6617046,Auto,Pashan,Ravet,,,,,,,,,,,
12-07-2026 10:35,10:35:09 AM,CNR8353356894,Canceled by Driver,CID8544329,Mini,Undri,Vishrantwadi,,,,Personal & Car related issues,,,,,,,
26-07-2026 02:46,02:46:06 AM,CNR3123730555,Success,CID6128987,Prime Sedan,Camp,Ambegaon,197,15,,,No,,390,UPI,9,3.8,4.8
10-07-2026 02:21,02:21:48 AM,CNR7945780477,Success,CID5616070,Bike,Dhayari,Yerawada,205,99,,,No,,217,UPI,11,5,5
05-07-2026 14:54,02:54:01 PM,CNR5747042146,Success,CID7823821,Mini,Kondhwa,Karve Nagar,282,130,,,No,,290,UPI,8,4.5,5
18-07-2026 21:11,09:11:05 PM,CNR4964216173,Canceled by Driver,CID2197488,Mini,Vadgaon Budruk,Hinjawadi,,,,The customer was coughing/sick,,,,,,,
29-07-2026 02:59,02:59:21 AM,CNR8351603484,Driver not found,CID4611481,Prime Plus,Warje,Keshav Nagar,,,,,,,,,,,
22-07-2026 10:01,10:01:28 AM,CNR5388821525,Success,CID8559045,Prime Sedan,Chakan,Chinchwad,58,110,,,No,,533,UPI,21,2.5,5
18-07-2026 07:46,07:46:29 AM,CNR8398397040,Success,CID5729936,Mini,Yerawada,Tathawade,247,84,,,No,,742,UPI,23,2.5,4.2
04-07-2026 17:59,05:59:02 PM,CNR9612533583,Success,CID3355910,Prime Sedan,Moshi,Mundhwa,174,43,,,No,,488,UPI,14,4.7,2
19-07-2026 22:58,10:58:05 PM,CNR8643153129,Success,CID2971711,Auto,Koregaon Park,Nigdi,38,44,,,No,,252,Credit Card,9,3.2,3.2
31-07-2026 01:12,01:12:26 AM,CNR3294911825,Driver not found,CID9011521,Auto,Chinchwad,Karve Nagar,,,,,,,,,,,
05-07-2026 20:01,08:01:43 PM,CNR3681053820,Success,CID7996214,Prime Plus,Warje,Shivajinagar,290,69,,,No,,568,UPI,15,4.7,4.2
17-07-2026 02:47,02:47:14 AM,CNR3093900549,Driver not found,CID6659891,Auto,Katraj,Camp,,,,,,,,,,,
27-07-2026 02:13,02:13:32 AM,CNR1930813251,Canceled by Driver,CID5735761,Prime SUV,Ravet,Dhanori,,,,Customer related issue,,,,,,,
24-07-2026 11:19,11:19:02 AM,CNR6970095784,Success,CID5142087,eBike,Kondhwa,Dhankawadi,77,86,,,No,,102,Cash,3,1,3.8
22-07-2026 11:49,11:49:49 AM,CNR9319589681,Success,CID2873674,Mini,Chinchwad,Kharadi,266,91,,,No,,164,Cash,6,4.8,3
22-07-2026 19:54,07:54:52 PM,CNR5278317217,Success,CID9118468,Prime Plus,Aundh,Punawale,216,66,,,No,,752,Credit Card,27,4.8,4.5
12-07-2026 03:55,03:55:05 AM,CNR4129298135,Canceled by Driver,CID6183118,Auto,Vadgaon Budruk,Viman Nagar,,,,Customer related issue,,,,,,,
10-07-2026 03:17,03:17:14 AM,CNR4677384502,Success,CID5183839,Auto,Dhayari,Undri,221,99,,,No,,333,Debit Card,12,3,3.5
25-07-2026 17:02,05:02:49 PM,CNR5001538450,Success,CID6163372,Mini,Vadgaon Budruk,Shivajinagar,57,27,,,No,,499,Credit Card,14,4.7,1
25-07-2026 13:16,01:16:14 PM,CNR3986924743,Success,CID2496708,Auto,Hadapsar,Wanowrie,28,42,,,No,,274,UPI,9,4.5,3.8
27-07-2026 12:19,12:19:50 PM,CNR1932592425,Success,CID5627528,Mini,Vishrantwadi,Vadgaon Budruk,255,42,,,No,,392,UPI,18,3.2,3.8
28-07-2026 09:27,09:27:54 AM,CNR4771055656,Success,CID6841466,Auto,Fatima Nagar,Shivajinagar,137,135,,,No,,155,UPI,7,4.2,4.2
17-07-2026 06:29,06:29:12 AM,CNR8565520868,Success,CID3769772,Bike,Katraj,Wanowrie,190,144,,,No,,179,UPI,7,5,3.5
16-07-2026 21:09,09:09:23 PM,CNR9649318051,Driver not found,CID2194064,Mini,Chinchwad,Karve Nagar,,,,,,,,,,,
25-07-2026 16:38,04:38:07 PM,CNR9789638534,Success,CID3935805,Bike,Tathawade,Dighi,226,51,,,Yes,Customer Demand,173,Debit Card,9,2.5,4.8
20-07-2026 23:48,11:48:27 PM,CNR7070531264,Success,CID7661180,Prime Sedan,Fatima Nagar,Vadgaon Budruk,90,139,,,No,,257,Credit Card,9,2.5,4.2
22-07-2026 16:22,04:22:11 PM,CNR6453546340,Driver not found,CID2847535,Prime Sedan,Chakan,Wanowrie,,,,,,,,,,,
25-07-2026 05:55,05:55:46 AM,CNR9548902800,Canceled by Driver,CID7377496,Prime Sedan,Moshi,Kalyani Nagar,,,,More than permitted people in there,,,,,,,
27-07-2026 23:30,11:30:08 PM,CNR4032144173,Success,CID5716380,Prime Plus,Fatima Nagar,Wagholi,217,52,,,No,,544,UPI,19,3.2,2.5
11-07-2026 11:48,11:48:31 AM,CNR4147100644,Driver not found,CID8356307,Auto,Pirangut,Wanowrie,,,,,,,,,,,
12-07-2026 03:11,03:11:17 AM,CNR8810860079,Canceled by Customer,CID9952081,Auto,Wakad,Undri,,,Driver asked to cancel,,,,,,,,
04-07-2026 03:17,03:17:00 AM,CNR8801930389,Canceled by Customer,CID6944458,Mini,Katraj,Baner,,,Wrong Address,,,,,,,,
18-07-2026 09:31,09:31:15 AM,CNR6244027539,Success,CID6448947,Prime Plus,Chinchwad,Aundh,188,46,,,No,,1037,UPI,24,1,4.8
02-07-2026 22:39,10:39:29 PM,CNR9256712911,Success,CID6217573,Auto,Vadgaon Budruk,Tathawade,246,23,,,No,,170,UPI,8,5,3.8
15-07-2026 05:39,05:39:06 AM,CNR3990578324,Success,CID2251552,Bike,Kharadi,Fatima Nagar,157,95,,,No,,131,UPI,9,4.5,3.2
18-07-2026 04:17,04:17:17 AM,CNR5468030917,Success,CID9802102,Auto,Viman Nagar,Karve Nagar,295,59,,,No,,365,Cash,16,2.5,3.2
10-07-2026 00:36,12:36:18 AM,CNR6095639225,Success,CID9809226,Auto,Punawale,Bavdhan,142,88,,,No,,142,UPI,3,4,3
19-07-2026 21:12,09:12:05 PM,CNR9823763139,Success,CID8310394,Mini,Nigdi,Kothrud,202,93,,,No,,587,UPI,19,2.5,3.5
02-07-2026 02:08,02:08:01 AM,CNR8130367668,Driver not found,CID5164881,Auto,Wagholi,Swargate,,,,,,,,,,,
02-07-2026 12:54,12:54:16 PM,CNR3868137470,Canceled by Driver,CID1348646,Prime SUV,Hinjawadi,Pashan,,,,Personal & Car related issues,,,,,,,
26-07-2026 03:34,03:34:13 AM,CNR7708599077,Success,CID2648784,Auto,Lohegaon,Aundh,142,114,,,No,,392,UPI,16,3.2,3.2
12-07-2026 20:22,08:22:03 PM,CNR9282279026,Canceled by Driver,CID9303897,Mini,Wanowrie,Bhosari,,,,Personal & Car related issues,,,,,,,
05-07-2026 14:11,02:11:51 PM,CNR6190840386,Success,CID1439810,Mini,Nigdi,Baner,94,61,,,No,,445,Cash,14,3.8,4.7
17-07-2026 15:09,03:09:29 PM,CNR2623409484,Canceled by Driver,CID4044784,Bike,Fatima Nagar,Dhankawadi,,,,More than permitted people in there,,,,,,,
24-07-2026 15:16,03:16:09 PM,CNR1517439362,Canceled by Customer,CID7895888,Auto,Pirangut,Kalyani Nagar,,,Change of plans,,,,,,,,
07-07-2026 20:27,08:27:28 PM,CNR3664510422,Driver not found,CID3488281,Mini,Punawale,Chakan,,,,,,,,,,,
19-07-2026 01:51,01:51:37 AM,CNR1489418571,Success,CID3805686,Auto,Chakan,Nigdi,27,35,,,No,,232,Credit Card,8,3.8,4
04-07-2026 15:04,03:04:51 PM,CNR5745431605,Success,CID1032617,eBike,Kalyani Nagar,Tathawade,156,28,,,No,,134,Credit Card,5,4,3.8
03-07-2026 12:18,12:18:28 PM,CNR1076892924,Success,CID1005521,Prime Plus,Warje,Nigdi,274,32,,,No,,940,Cash,23,3,1
17-07-2026 07:47,07:47:17 AM,CNR7902039600,Success,CID9610989,Auto,Swargate,Bavdhan,191,133,,,No,,370,Cash,16,4.8,4.5
17-07-2026 20:55,08:55:56 PM,CNR8539445746,Success,CID3774127,Bike,Karve Nagar,Narhe,132,94,,,No,,112,Cash,3,4.7,3
20-07-2026 06:15,06:15:49 AM,CNR6392201407,Success,CID3466443,Prime Sedan,Tathawade,Baner,188,128,,,No,,556,UPI,22,5,4
23-07-2026 04:19,04:19:48 AM,CNR9177719217,Success,CID9370028,Auto,Kharadi,Sinhagad Road,109,25,,,No,,95,Cash,3,1,3.2
31-07-2026 12:45,12:45:10 PM,CNR9435487259,Success,CID8580458,Prime Sedan,Tathawade,Kondhwa,83,85,,,No,,760,UPI,19,3.2,3.5
17-07-2026 08:24,08:24:07 AM,CNR3791775149,Success,CID8799664,Bike,Nigdi,Bavdhan,216,67,,,No,,129,UPI,5,5,3
11-07-2026 10:31,10:31:54 AM,CNR4474002275,Success,CID3753361,Prime Sedan,Hadapsar,Pirangut,261,104,,,No,,969,UPI,27,1,2.5
25-07-2026 05:22,05:22:57 AM,CNR8628190206,Success,CID2452465,Auto,Katraj,Chakan,90,83,,,No,,313,UPI,12,5,4.2
10-07-2026 02:47,02:47:54 AM,CNR9193072016,Success,CID4767903,Prime Sedan,Koregaon Park,Kalyani Nagar,33,136,,,No,,1056,UPI,28,3.8,3.8
14-07-2026 23:55,11:55:55 PM,CNR5042065349,Canceled by Driver,CID1763431,Bike,Camp,Pashan,,,,More than permitted people in there,,,,,,,
03-07-2026 19:22,07:22:21 PM,CNR3506211052,Success,CID1544898,Auto,Viman Nagar,Chakan,235,31,,,No,,199,UPI,6,4.2,4.5
02-07-2026 06:19,06:19:43 AM,CNR5052653609,Success,CID7417327,Auto,Dhayari,Katraj,277,78,,,No,,185,Credit Card,9,3.8,4.8
30-07-2026 17:30,05:30:47 PM,CNR5516519187,Success,CID5454722,Prime Plus,Kothrud,Dhayari,205,21,,,No,,440,UPI,15,2.5,3.2
26-07-2026 03:26,03:26:25 AM,CNR2661660715,Success,CID8341852,Auto,Tathawade,Bhosari,193,81,,,No,,376,UPI,16,3.8,3.8
22-07-2026 03:02,03:02:39 AM,CNR9495220719,Success,CID6730820,Bike,Kothrud,Karve Nagar,136,133,,,No,,86,UPI,4,3,5
13-07-2026 14:46,02:46:08 PM,CNR2470576992,Canceled by Driver,CID8424297,Prime Plus,Koregaon Park,Dhankawadi,,,,More than permitted people in there,,,,,,,
06-07-2026 12:49,12:49:54 PM,CNR5795700354,Driver not found,CID6579666,eBike,Undri,Akurdi,,,,,,,,,,,
05-07-2026 12:23,12:23:44 PM,CNR5039051694,Success,CID9360399,Prime Sedan,Chinchwad,Pimpri,28,149,,,No,,915,UPI,29,4.8,4.8
09-07-2026 03:39,03:39:25 AM,CNR3382341857,Success,CID3556179,Mini,Ravet,Pisoli,150,31,,,No,,411,UPI,19,2.5,4.5
18-07-2026 09:48,09:48:09 AM,CNR5906013555,Success,CID7458859,Prime Sedan,Wakad,Hadapsar,96,81,,,No,,680,UPI,17,5,5
23-07-2026 17:40,05:40:32 PM,CNR6930031681,Success,CID6371668,Prime Sedan,Pirangut,Sinhagad Road,256,95,,,No,,464,UPI,18,4.7,5
21-07-2026 19:33,07:33:17 PM,CNR8802905382,Success,CID8472722,Bike,Wakad,Pashan,155,144,,,No,,95,Cash,5,3.5,1
10-07-2026 13:37,01:37:15 PM,CNR5296764895,Success,CID8461379,Bike,Pashan,Hadapsar,65,91,,,No,,169,Credit Card,9,3.2,2.5
30-07-2026 17:01,05:01:57 PM,CNR3823883323,Success,CID6231673,Auto,Dhankawadi,Wanowrie,289,95,,,No,,200,UPI,10,2,3.2
24-07-2026 08:07,08:07:09 AM,CNR1824569954,Success,CID6410682,Bike,Baner,Wakad,150,20,,,No,,238,UPI,11,3.5,3.2
18-07-2026 03:16,03:16:37 AM,CNR3846342522,Success,CID4585924,Prime Sedan,Pisoli,Narhe,70,141,,,No,,356,UPI,8,4,3
19-07-2026 14:27,02:27:02 PM,CNR6926434185,Success,CID7597730,Mini,Yerawada,Pashan,121,17,,,No,,474,UPI,13,5,2
13-07-2026 02:08,02:08:02 AM,CNR2354125958,Success,CID1723498,Mini,Bhosari,Kondhwa,243,22,,,No,,354,Debit Card,16,4,4
09-07-2026 04:54,04:54:57 AM,CNR1927892710,Success,CID4043470,Bike,Tathawade,Wakad,167,137,,,No,,158,UPI,12,3.8,5
11-07-2026 11:16,11:16:07 AM,CNR4270647357,Success,CID3632067,Auto,Punawale,Keshav Nagar,158,89,,,No,,218,UPI,8,4.8,3.5
24-07-2026 15:34,03:34:25 PM,CNR2800641414,Driver not found,CID5512371,Auto,Wakad,Kothrud,,,,,,,,,,,
01-07-2026 09:45,09:45:29 AM,CNR7435531412,Success,CID8878129,Mini,Dhayari,Ravet,209,98,,,No,,221,Debit Card,9,4.2,4.2
04-07-2026 03:39,03:39:15 AM,CNR7921849761,Success,CID3131416,Mini,Pimpri,Moshi,307,120,,,No,,838,UPI,25,3.5,4.8
02-07-2026 20:33,08:33:01 PM,CNR6774534543,Success,CID9328842,Mini,Pashan,Kondhwa,72,98,,,No,,335,Cash,15,3,4.7
02-07-2026 19:36,07:36:17 PM,CNR5607699154,Success,CID8337975,Prime Plus,Viman Nagar,Wakad,303,39,,,No,,596,UPI,21,5,2
26-07-2026 15:23,03:23:12 PM,CNR1184810147,Canceled by Driver,CID7849802,Auto,Nigdi,Keshav Nagar,,,,Personal & Car related issues,,,,,,,
23-07-2026 12:01,12:01:33 PM,CNR1424949814,Success,CID3155904,Prime SUV,Kothrud,Wagholi,213,15,,,No,,1042,UPI,31,1,4
15-07-2026 12:40,12:40:48 PM,CNR6388589887,Success,CID5802579,Prime SUV,Pashan,Wanowrie,125,42,,,No,,466,UPI,13,3,4.7
04-07-2026 06:26,06:26:03 AM,CNR1995639537,Canceled by Customer,CID8801212,Bike,Mundhwa,Viman Nagar,,,Driver is not moving towards pickup location,,,,,,,,
16-07-2026 14:17,02:17:06 PM,CNR6539996006,Success,CID7703022,Auto,Wagholi,Viman Nagar,80,24,,,No,,215,Credit Card,11,3,3.2
15-07-2026 12:39,12:39:17 PM,CNR6082322844,Canceled by Customer,CID7486358,Auto,Fatima Nagar,Karve Nagar,,,Wrong Address,,,,,,,,
06-07-2026 18:36,06:36:07 PM,CNR4317196238,Success,CID1999418,Mini,Kothrud,Magarpatta,174,125,,,No,,525,UPI,25,4.7,4.2
14-07-2026 18:22,06:22:36 PM,CNR7011586144,Success,CID7063071,Auto,Tathawade,Pisoli,203,49,,,No,,170,Credit Card,8,3.2,4.8
12-07-2026 21:31,09:31:27 PM,CNR5844624193,Success,CID2716620,Mini,Pimpri,Chakan,42,139,,,No,,677,UPI,24,2.5,4.8
19-07-2026 13:10,01:10:27 PM,CNR9363743048,Canceled by Customer,CID6081860,Auto,Pimpri,Undri,,,Driver asked to cancel,,,,,,,,
20-07-2026 11:01,11:01:09 AM,CNR9346953004,Driver not found,CID8676463,Mini,Kalyani Nagar,Baner,,,,,,,,,,,
02-07-2026 02:36,02:36:56 AM,CNR1249242114,Success,CID7085589,Prime SUV,Swargate,Dhankawadi,98,41,,,No,,1586,Cash,48,4,2
12-07-2026 21:47,09:47:31 PM,CNR2095538068,Success,CID1163933,Mini,Aundh,Yerawada,247,27,,,No,,251,UPI,7,5,4.8
19-07-2026 19:10,07:10:07 PM,CNR1823995145,Canceled by Customer,CID7663216,Bike,Hadapsar,Kothrud,,,Driver is not moving towards pickup location,,,,,,,,
16-07-2026 10:08,10:08:37 AM,CNR2790378499,Success,CID3458416,Mini,Wakad,Koregaon Park,115,38,,,No,,297,Cash,13,4.2,2
